"State","Date","Lead"
6,"2007-11-08",0.02
6,"2007-11-14",0.02
6,"2007-11-20",0.03
6,"2007-11-26",0.02
6,"2007-12-02",0.01
6,"2007-12-08",0.02
6,"2007-12-14",0.02
6,"2007-12-20",0.01
6,"2007-12-26",0.01
6,"2007-01-12",0.0069
6,"2007-01-24",0.03
6,"2007-03-01",0.0073
6,"2007-03-15",0.025
6,"2007-03-25",0.0061
6,"2007-03-28",0.0093
6,"2007-04-06",0.012
6,"2007-04-18",0.0078
6,"2007-04-30",0.021
6,"2007-05-12",0.012
6,"2007-05-24",0.014
6,"2007-06-05",0.016
6,"2007-06-17",0.012
6,"2007-06-29",0.024
6,"2007-07-11",0.043
6,"2007-07-23",0.024
6,"2007-10-30",0.012
6,"2007-12-14",0.0039
6,"2007-01-06",0.04
6,"2007-01-12",0.01
6,"2007-01-18",0.02
6,"2007-01-24",0.03
6,"2007-01-30",0.01
6,"2007-02-05",0.03
6,"2007-02-11",0.01
6,"2007-02-17",0.04
6,"2007-02-23",0.01
6,"2007-03-01",0.01
6,"2007-03-07",0.01
6,"2007-03-13",0.01
6,"2007-03-19",0.01
6,"2007-03-25",0.01
6,"2007-04-12",0.03
6,"2007-04-19",0.01
6,"2007-04-24",0.01
6,"2007-04-30",0.01
6,"2007-05-06",0.01
6,"2007-05-12",0
6,"2007-05-18",0.01
6,"2007-05-24",0.01
6,"2007-05-30",0.01
6,"2007-06-05",0.01
6,"2007-06-11",0.01
6,"2007-06-17",0.01
6,"2007-06-23",0.01
6,"2007-06-29",0.02
6,"2007-07-05",0.03
6,"2007-07-11",0
6,"2007-07-17",0
6,"2007-07-29",0
6,"2007-08-04",0.01
6,"2007-08-10",0.01
6,"2007-08-16",0.01
6,"2007-08-22",0.01
6,"2007-08-28",0.01
6,"2007-09-03",0.01
6,"2007-09-09",0
6,"2007-09-15",0.01
6,"2007-09-21",0.01
6,"2007-09-27",0.01
6,"2007-10-03",0.03
6,"2007-10-09",0.02
6,"2007-10-15",0.01
6,"2007-10-21",0.04
6,"2007-10-27",0.02
6,"2007-11-02",0.02
6,"2007-11-08",0.01
6,"2007-11-14",0.03
6,"2007-11-20",0.03
6,"2007-11-26",0.04
6,"2007-12-02",0.01
6,"2007-12-08",0.02
6,"2007-12-14",0.02
6,"2007-12-20",0.01
6,"2007-12-26",0.07
6,"2007-11-02",0.08
6,"2007-11-08",0.16
6,"2007-11-14",0.13
6,"2007-11-20",0.07
6,"2007-11-26",0.04
6,"2007-12-02",0.03
6,"2007-12-08",0.08
6,"2007-12-14",0.05
6,"2007-12-20",0.08
6,"2007-12-26",0.1
6,"2007-11-14",1.95
6,"2007-11-20",0.36
6,"2007-11-26",2.73
6,"2007-12-02",1.66
6,"2007-12-08",1.34
6,"2007-12-14",1.12
6,"2007-12-20",3.51
6,"2007-12-26",2.24
6,"2007-11-02",0.17
6,"2007-11-08",0.25
6,"2007-11-14",0.19
6,"2007-11-20",0.07
6,"2007-11-26",0.22
6,"2007-12-02",0.21
6,"2007-12-08",0.21
6,"2007-12-14",0.05
6,"2007-12-20",0.16
6,"2007-12-26",0.17
6,"2007-01-06",0.01
6,"2007-01-12",0.01
6,"2007-01-18",0.02
6,"2007-01-24",0.03
6,"2007-01-30",0.01
6,"2007-02-05",0.04
6,"2007-02-11",0
6,"2007-02-17",0.02
6,"2007-02-23",0
6,"2007-03-01",0.01
6,"2007-03-21",0.01
6,"2007-03-25",0.02
6,"2007-03-31",0.02
6,"2007-04-06",0.01
6,"2007-04-12",0.01
6,"2007-04-18",0.01
6,"2007-04-24",0.01
6,"2007-04-30",0.01
6,"2007-05-06",0.02
6,"2007-05-12",0.01
6,"2007-05-18",0.01
6,"2007-05-30",0.01
6,"2007-06-05",0.01
6,"2007-06-11",0.01
6,"2007-06-17",0.01
6,"2007-06-23",0.01
6,"2007-06-29",0.01
6,"2007-07-05",0.06
6,"2007-07-11",0.02
6,"2007-07-17",0
6,"2007-07-23",0
6,"2007-07-29",0
6,"2007-08-04",0.01
6,"2007-08-10",0.02
6,"2007-08-16",0.16
6,"2007-08-22",0.01
6,"2007-09-03",0.01
6,"2007-09-09",0.01
6,"2007-09-15",0.01
6,"2007-09-21",0.01
6,"2007-09-27",0.02
6,"2007-10-03",0.02
6,"2007-10-09",0.03
6,"2007-10-15",0.01
6,"2007-10-21",0.01
6,"2007-10-27",0.05
6,"2007-11-02",0.02
6,"2007-11-08",0.02
6,"2007-11-20",0.03
6,"2007-11-26",0.03
6,"2007-12-02",0.02
6,"2007-12-08",0
6,"2007-12-14",0.03
6,"2007-12-20",0
6,"2007-12-26",0
6,"2007-01-06",0.01
6,"2007-01-12",0.01
6,"2007-01-18",0.01
6,"2007-01-24",0.01
6,"2007-01-30",0.01
6,"2007-02-05",0.01
6,"2007-02-11",0.01
6,"2007-02-17",0.01
6,"2007-03-01",0.01
6,"2007-03-07",0.01
6,"2007-03-13",0.01
6,"2007-03-19",0.01
6,"2007-03-25",0.01
6,"2007-03-31",0.01
6,"2007-04-06",0
6,"2007-04-12",0.01
6,"2007-04-18",0
6,"2007-04-24",0.01
6,"2007-04-30",0
6,"2007-05-06",0.01
6,"2007-05-12",0
6,"2007-05-18",0
6,"2007-05-24",0
6,"2007-05-30",0.01
6,"2007-06-05",0.01
6,"2007-06-11",0.01
6,"2007-06-17",0
6,"2007-06-23",0.01
6,"2007-06-29",0.01
6,"2007-07-05",0.02
6,"2007-07-11",0
6,"2007-07-17",0
6,"2007-07-23",0
6,"2007-07-29",0
6,"2007-08-04",0.01
6,"2007-08-10",0.01
6,"2007-08-16",0.01
6,"2007-08-22",0.01
6,"2007-08-28",0.01
6,"2007-09-03",0
6,"2007-09-09",0
6,"2007-09-15",0
6,"2007-09-21",0
6,"2007-09-27",0.01
6,"2007-10-03",0.02
6,"2007-10-09",0.01
6,"2007-10-15",0.01
6,"2007-10-21",0.03
6,"2007-10-27",0.02
6,"2007-11-02",0.01
6,"2007-11-08",0.01
6,"2007-11-14",0.02
6,"2007-11-20",0.02
6,"2007-11-26",0.01
6,"2007-12-02",0.01
6,"2007-12-08",0.01
6,"2007-12-14",0.02
6,"2007-12-20",0
6,"2007-12-25",0.02
6,"2007-01-24",0.026
6,"2007-02-05",0.0089
6,"2007-02-17",0.0026
6,"2007-03-01",0.0069
6,"2007-03-13",0.011
6,"2007-03-25",0.0054
6,"2007-04-06",0.0061
6,"2007-04-18",0.0088
6,"2007-04-30",0.0072
6,"2007-05-12",0.0062
6,"2007-05-24",0.014
6,"2007-06-05",0.022
6,"2007-06-29",0.0084
6,"2007-07-11",0.02
6,"2007-07-23",0.019
6,"2007-08-04",0.0054
6,"2007-10-03",0.014
6,"2007-10-15",0.005
6,"2007-10-27",0.012
6,"2007-01-06",0.01
6,"2007-01-12",0.01
6,"2007-01-18",0.01
6,"2007-01-24",0.01
6,"2007-01-30",0.01
6,"2007-02-05",0.02
6,"2007-02-11",0
6,"2007-02-17",0.01
6,"2007-03-07",0.01
6,"2007-03-13",0.01
6,"2007-03-19",0.01
6,"2007-03-25",0.01
6,"2007-03-28",0.01
6,"2007-03-31",0.01
6,"2007-04-06",0.01
6,"2007-04-12",0.03
6,"2007-04-18",0.02
6,"2007-04-24",0.01
6,"2007-04-30",0.01
6,"2007-05-06",0.01
6,"2007-05-12",0.01
6,"2007-05-18",0.01
6,"2007-05-24",0.01
6,"2007-05-30",0.01
6,"2007-06-05",0
6,"2007-06-11",0.01
6,"2007-06-17",0
6,"2007-06-23",0
6,"2007-06-29",0.01
6,"2007-07-06",0.01
6,"2007-07-11",0.01
6,"2007-07-17",0.01
6,"2007-07-23",0
6,"2007-07-29",0.01
6,"2007-08-04",0
6,"2007-08-10",0
6,"2007-08-16",0
6,"2007-08-22",0
6,"2007-08-28",0
6,"2007-09-03",0.01
6,"2007-09-09",0.01
6,"2007-09-15",0.01
6,"2007-09-21",0.01
6,"2007-09-27",0.01
6,"2007-10-03",0.02
6,"2007-10-09",0.02
6,"2007-10-15",0.01
6,"2007-10-21",0.03
6,"2007-10-27",0.01
6,"2007-11-02",0.01
6,"2007-11-08",0.01
6,"2007-11-14",0.03
6,"2007-11-26",0.02
6,"2007-12-02",0.01
6,"2007-12-08",0.01
6,"2007-12-14",0
6,"2007-12-20",0
6,"2007-12-26",0.02
6,"2007-01-06",0.01
6,"2007-01-12",0
6,"2007-01-18",0.01
6,"2007-01-24",0.01
6,"2007-01-30",0.01
6,"2007-02-05",0
6,"2007-03-06",0
6,"2007-03-13",0.04
6,"2007-03-19",0.01
6,"2007-03-21",0
6,"2007-03-25",0.01
6,"2007-03-31",0.01
6,"2007-04-12",0.01
6,"2007-04-18",0.01
6,"2007-04-24",0
6,"2007-04-30",0
6,"2007-05-06",0
6,"2007-05-12",0
6,"2007-05-18",0
6,"2007-05-24",0
6,"2007-05-30",0
6,"2007-06-05",0
6,"2007-06-11",0
6,"2007-06-17",0
6,"2007-06-23",0
6,"2007-06-29",0
6,"2007-07-06",0.01
6,"2007-07-11",0
6,"2007-07-17",0
6,"2007-07-23",0
6,"2007-07-29",0
6,"2007-08-04",0
6,"2007-08-10",0
6,"2007-08-16",0
6,"2007-08-22",0
6,"2007-08-28",0
6,"2007-09-03",0
6,"2007-09-09",0
6,"2007-09-15",0.02
6,"2007-09-21",0.01
6,"2007-09-27",0
6,"2007-10-03",0.01
6,"2007-10-09",0
6,"2007-10-15",0
6,"2007-10-21",0.02
6,"2007-10-27",0.01
6,"2007-11-02",0
6,"2007-11-14",0.01
6,"2007-11-20",0.01
6,"2007-11-26",0.01
6,"2007-12-02",0
6,"2007-12-08",0
6,"2007-12-14",0.01
6,"2007-12-20",0
6,"2007-12-26",0.01
6,"2007-01-06",0.0032
6,"2007-01-18",0.0055
6,"2007-02-17",0.0029
6,"2007-02-23",7e-04
6,"2007-03-07",0.0091
6,"2007-03-20",0.0041
6,"2007-04-05",0.0034
6,"2007-04-12",0.0028
6,"2007-04-24",0.0018
6,"2007-05-06",0.0096
6,"2007-05-18",0.0046
6,"2007-05-30",0.0075
6,"2007-06-11",0.0036
6,"2007-06-23",0.004
6,"2007-10-21",0.0017
6,"2007-11-14",0.0035
6,"2007-11-26",0.0041
6,"2007-12-14",0.014
6,"2007-12-20",0.0051
6,"2007-01-06",0.01
6,"2007-01-12",0.01
6,"2007-01-18",0.01
6,"2007-01-24",0.01
6,"2007-01-30",0.01
6,"2007-02-05",0.01
6,"2007-02-11",0
6,"2007-02-17",0
6,"2007-02-23",0
6,"2007-03-01",0
6,"2007-03-07",0.01
6,"2007-03-13",0.01
6,"2007-03-19",0
6,"2007-03-25",0.01
6,"2007-03-31",0
6,"2007-04-06",0.01
6,"2007-04-12",0.01
6,"2007-04-18",0
6,"2007-04-24",0.01
6,"2007-04-30",0.01
6,"2007-05-06",0.01
6,"2007-05-12",0.01
6,"2007-05-18",0
6,"2007-05-24",0.01
6,"2007-05-30",0.01
6,"2007-06-05",0.01
6,"2007-06-11",0.01
6,"2007-06-17",0.01
6,"2007-06-23",0.01
6,"2007-06-29",0.01
6,"2007-07-05",0.04
6,"2007-07-11",0.01
6,"2007-07-17",0.01
6,"2007-07-23",0.01
6,"2007-07-29",0.01
6,"2007-08-04",0
6,"2007-08-10",0
6,"2007-08-16",0
6,"2007-08-22",0
6,"2007-08-28",0
6,"2007-09-03",0
6,"2007-09-09",0.01
6,"2007-09-15",0.01
6,"2007-09-21",0.01
6,"2007-09-27",0.02
6,"2007-10-03",0.01
6,"2007-10-09",0.01
6,"2007-10-15",0.01
6,"2007-10-21",0.04
6,"2007-10-27",0.01
6,"2007-11-02",0.01
6,"2007-11-08",0.01
6,"2007-11-14",0.01
6,"2007-11-20",0.02
6,"2007-11-26",0.01
6,"2007-12-02",0.01
6,"2007-12-08",0
6,"2007-12-14",0.01
6,"2007-12-20",0
6,"2007-12-26",0.01
6,"2007-01-06",0.01
6,"2007-01-12",0
6,"2007-01-18",0.01
6,"2007-01-24",0.01
6,"2007-01-30",0.01
6,"2007-02-05",0.01
6,"2007-02-11",0
6,"2007-02-17",0
6,"2007-03-07",0.02
6,"2007-03-13",0.01
6,"2007-03-19",0
6,"2007-03-25",0.01
6,"2007-03-31",0.01
6,"2007-04-06",0.01
6,"2007-04-12",0.01
6,"2007-04-18",0.01
6,"2007-04-24",0.01
6,"2007-04-30",0
6,"2007-05-06",0.01
6,"2007-05-12",0.01
6,"2007-05-18",0.01
6,"2007-05-24",0.01
6,"2007-05-30",0.01
6,"2007-06-05",0.01
6,"2007-06-11",0.01
6,"2007-06-17",0.01
6,"2007-06-23",0.01
6,"2007-06-29",0.01
6,"2007-07-05",0.06
6,"2007-07-11",0.01
6,"2007-07-17",0.02
6,"2007-07-23",0.01
6,"2007-07-29",0.01
6,"2007-08-04",0
6,"2007-08-10",0
6,"2007-08-16",0.02
6,"2007-08-22",0
6,"2007-08-28",0
6,"2007-09-03",0.01
6,"2007-09-09",0.01
6,"2007-09-15",0.01
6,"2007-09-21",0.01
6,"2007-09-27",0.01
6,"2007-10-03",0.01
6,"2007-10-09",0.02
6,"2007-10-15",0.01
6,"2007-10-27",0.03
6,"2007-11-02",0.02
6,"2007-11-08",0.01
6,"2007-11-14",0.02
6,"2007-11-20",0.02
6,"2007-11-26",0.02
6,"2007-12-02",0
6,"2007-12-08",0
6,"2007-12-14",0.02
6,"2007-12-21",0
6,"2007-12-26",0.01
6,"2007-01-12",0.0028
6,"2007-01-24",0.02
6,"2007-02-05",0.011
6,"2007-02-17",0.0032
6,"2007-03-01",0.013
6,"2007-03-25",0.014
6,"2007-04-06",0.0084
6,"2007-04-18",0.006
6,"2007-06-26",0.016
6,"2007-08-22",0.0095
6,"2007-08-28",0.0095
6,"2007-10-03",0.013
6,"2007-10-15",0.006
6,"2007-11-26",0.021
6,"2007-12-14",0.006
6,"2007-12-26",0.0092
6,"2007-01-06",0.01
6,"2007-01-12",0.01
6,"2007-01-18",0
6,"2007-01-24",0.01
6,"2007-01-30",0.01
6,"2007-02-06",0.01
6,"2007-02-11",0
6,"2007-02-17",0
6,"2007-02-23",0
6,"2007-03-01",0
6,"2007-03-08",0.01
6,"2007-03-15",0.01
6,"2007-03-19",0.01
6,"2007-03-25",0.01
6,"2007-03-31",0.01
6,"2007-04-06",0.01
6,"2007-04-12",0.01
6,"2007-04-18",0.01
6,"2007-04-24",0.01
6,"2007-04-30",0.01
6,"2007-05-06",0.01
6,"2007-05-12",0.01
6,"2007-05-18",0.01
6,"2007-05-24",0.01
6,"2007-05-30",0.01
6,"2007-06-05",0.01
6,"2007-06-11",0.01
6,"2007-06-17",0.02
6,"2007-06-23",0.01
6,"2007-06-29",0.01
6,"2007-07-06",0.02
6,"2007-07-12",0.02
6,"2007-07-18",0.01
6,"2007-07-23",0.01
6,"2007-07-29",0.01
6,"2007-08-04",0.02
6,"2007-08-10",0.01
6,"2007-08-16",0.03
6,"2007-08-22",0
6,"2007-08-28",0.01
6,"2007-09-03",0.01
6,"2007-09-09",0.02
6,"2007-09-15",0.02
6,"2007-09-21",0.01
6,"2007-09-28",0.01
6,"2007-10-11",0.02
6,"2007-10-15",0.01
6,"2007-10-17",0.01
6,"2007-10-21",0.01
6,"2007-10-27",0.02
6,"2007-11-02",0.03
6,"2007-11-08",0.02
6,"2007-11-14",0.01
6,"2007-11-20",0.02
6,"2007-11-26",0.01
6,"2007-12-02",0.01
6,"2007-12-08",0
6,"2007-12-14",0
6,"2007-12-20",0
6,"2007-12-26",0
6,"2007-01-06",0.01
6,"2007-01-12",0.01
6,"2007-01-18",0.01
6,"2007-01-24",0.02
6,"2007-01-30",0.01
6,"2007-02-05",0.01
6,"2007-02-11",0.01
6,"2007-02-17",0.01
6,"2007-02-23",0
6,"2007-03-01",0.01
6,"2007-03-07",0.01
6,"2007-03-13",0.01
6,"2007-03-19",0.01
6,"2007-03-25",0.01
6,"2007-03-31",0.02
6,"2007-04-06",0.01
6,"2007-04-12",0.03
6,"2007-04-18",0.01
6,"2007-04-24",0.01
6,"2007-04-30",0
6,"2007-05-06",0.01
6,"2007-05-12",0.03
6,"2007-05-18",0.02
6,"2007-05-24",0.02
6,"2007-05-30",0.02
6,"2007-06-05",0.02
6,"2007-06-11",0.02
6,"2007-06-23",0.02
6,"2007-06-29",0.01
6,"2007-07-05",0.06
6,"2007-07-11",0.02
6,"2007-07-17",0.02
6,"2007-07-23",0.02
6,"2007-07-29",0.01
6,"2007-08-04",0
6,"2007-08-10",0.02
6,"2007-08-16",0.02
6,"2007-08-22",0
6,"2007-08-28",0.02
6,"2007-09-03",0.01
6,"2007-09-09",0.02
6,"2007-09-15",0.02
6,"2007-09-21",0.01
6,"2007-09-27",0.02
6,"2007-10-03",0.02
6,"2007-10-09",0.02
6,"2007-10-15",0.01
6,"2007-10-21",0.07
6,"2007-10-27",0.06
6,"2007-11-02",0.01
6,"2007-11-08",0.02
6,"2007-11-14",0.01
6,"2007-11-20",0.04
6,"2007-11-26",0.02
6,"2007-12-02",0
6,"2007-12-08",0
6,"2007-12-14",0.02
6,"2007-12-20",0
6,"2007-12-26",0
6,"2007-01-12",0.0082
6,"2007-01-24",0.027
6,"2007-02-05",0.0067
6,"2007-02-17",0.0066
6,"2007-03-04",0.0079
6,"2007-03-13",0.028
6,"2007-03-27",0.0054
6,"2007-04-06",0.0049
6,"2007-04-18",0.0053
6,"2007-04-30",0.0083
6,"2007-05-12",0.0033
6,"2007-05-24",0.0089
6,"2007-06-05",0.0091
6,"2007-06-17",0.011
6,"2007-06-29",0.02
6,"2007-07-11",0.011
6,"2007-07-23",0.011
6,"2007-10-27",0.018
6,"2007-01-10",0.015
6,"2007-02-06",0.011
6,"2007-02-17",0.0059
6,"2007-03-01",0.0045
6,"2007-03-13",0.011
6,"2007-03-27",0.0034
6,"2007-04-10",0.0072
6,"2007-04-18",0.0047
6,"2007-04-30",0.009
6,"2007-05-12",0.013
6,"2007-05-24",0.0096
6,"2007-06-05",0.026
6,"2007-06-17",0.019
6,"2007-06-29",0.031
6,"2007-07-11",0.019
6,"2007-07-23",0.016
6,"2007-10-27",0.037
6,"2007-01-06",0.0054
6,"2007-01-18",0.015
6,"2007-01-30",0.01
6,"2007-02-11",7e-04
6,"2007-02-23",0.005
6,"2007-03-07",0.0081
6,"2007-03-19",0.0092
6,"2007-03-31",0.0058
6,"2007-04-12",0.0062
6,"2007-04-24",0.0049
6,"2007-05-06",0.0049
6,"2007-05-24",0.0078
6,"2007-05-30",0.0034
6,"2007-06-11",0.0047
6,"2007-10-09",0.0061
6,"2007-10-21",0.0051
6,"2007-11-02",0.013
6,"2007-11-14",0.0084
6,"2007-11-26",0.017
6,"2007-01-06",0.011
6,"2007-01-18",0.0092
6,"2007-02-05",0.022
6,"2007-02-11",0.024
6,"2007-02-14",0.023
6,"2007-02-23",0.018
6,"2007-02-27",0.002
6,"2007-03-07",0.0044
6,"2007-03-10",0.0047
6,"2007-03-13",0.013
6,"2007-03-19",0.0044
6,"2007-03-25",0.004
6,"2007-03-31",0.015
6,"2007-04-12",0.0032
6,"2007-04-24",0.008
6,"2007-05-06",0.008
6,"2007-05-18",0.011
6,"2007-05-30",0.0072
6,"2007-06-11",0.0053
6,"2007-06-23",0.0096
6,"2007-07-29",0.0079
6,"2007-08-10",0.0069
6,"2007-08-22",0.013
6,"2007-09-03",0.0054
6,"2007-10-09",0.012
6,"2007-10-21",0.0029
6,"2007-11-02",0.0096
6,"2007-11-29",0.027
6,"2007-12-20",0.0076
6,"2007-01-06",0.011
6,"2007-01-18",0.012
6,"2007-02-05",0.007
6,"2007-02-11",0.0028
6,"2007-02-14",0.0045
6,"2007-02-23",0.0052
6,"2007-02-27",0.0049
6,"2007-03-07",0.0076
6,"2007-03-10",0.0077
6,"2007-03-13",0.013
6,"2007-03-19",0.0056
6,"2007-03-25",0.023
6,"2007-04-12",0.0022
6,"2007-04-24",0.0082
6,"2007-05-06",0.0057
6,"2007-05-18",0.012
6,"2007-05-30",0.0068
6,"2007-06-11",0.0054
